"item","fragment","logNaO","logMgO","logAlO","logSiO","logKO","logCaO","logFeO"
"s73","f1",-0.705,-1.376,-2.2005,-0.2788,-5.431,-1.116,-2.5859
"s73","f1",-0.7138,-1.3685,-2.1758,-0.2789,-5.7321,-1.1078,-2.3896
"s73","f1",-0.7061,-1.3587,-2.2209,-0.2643,-5.7261,-1.0906,-2.4473
"s73","f2",-0.7026,-1.3652,-2.2159,-0.2896,-5.7344,-1.1216,-2.392
"s73","f2",-0.7023,-1.3661,-2.1672,-0.2908,-5.7354,-1.1443,-2.4566
"s73","f2",-0.7027,-1.3616,-2.2685,-0.2795,-2.8858,-1.0984,-2.4086
"s73","f3",-0.698,-1.3484,-2.1642,-0.2248,-5.4072,-0.9914,-2.3465
"s73","f3",-0.7021,-1.3521,-2.297,-0.2317,-5.712,-1.0113,-2.1935
"s73","f3",-0.7031,-1.3661,-2.273,-0.2505,-5.7202,-1.0499,-2.3222
"s73","f4",-0.6935,-1.3284,-2.1753,-0.2197,-5.7068,-1.0044,-2.3846
"s73","f4",-0.6958,-1.3454,-2.1699,-0.2136,-5.7014,-0.9871,-2.2243
"s73","f4",-0.6956,-1.3587,-2.1999,-0.2143,-2.86,-0.9992,-2.2737
"s74","f1",-0.6971,-1.2365,-1.9744,-0.1264,-2.4342,-0.8511,-5.6646
"s74","f1",-0.6943,-1.2381,-1.9801,-0.1209,-2.3826,-0.8327,-5.3603
"s74","f1",-0.7001,-1.2458,-1.9969,-0.1351,-2.5551,-0.8608,-5.669
"s74","f2",-0.7001,-1.2451,-1.983,-0.1439,-2.3722,-0.8836,-5.6732
"s74","f2",-0.6912,-1.23,-2.0034,-0.1315,-2.4109,-0.8579,-5.3651
"s74","f2",-0.6926,-1.2329,-2.0001,-0.1431,-2.5261,-0.8847,-5.6722
"s74","f3",-0.7004,-1.2624,-2.0506,-0.1675,-2.5379,-0.9147,-5.684
"s74","f3",-0.6955,-1.2501,-2.055,-0.155,-2.5643,-0.9008,-5.3772
"s74","f3",-0.6985,-1.2519,-1.9745,-0.1435,-2.5943,-0.8853,-5.6735
"s74","f4",-0.6958,-1.2508,-2.0687,-0.1387,-2.4404,-0.8722,-5.6708
"s74","f4",-0.7019,-1.2528,-2.01,-0.1423,-2.5588,-0.872,-5.3717
"s74","f4",-0.7028,-1.2636,-2.0015,-0.1449,-2.4975,-0.8722,-5.6736
"s75","f1",-0.7055,-2.1692,-1.3649,-0.2288,-2.4122,-1.0375,-5.7132
"s75","f1",-0.7104,-2.0664,-1.3715,-0.1973,-2.2374,-0.9699,-5.3988
"s75","f1",-0.7152,-2.0941,-1.3632,-0.2381,-2.4163,-1.0546,-5.7173
"s75","f2",-0.7091,-2.1288,-1.3774,-0.2444,-2.4411,-1.0647,-5.7198
"s75","f2",-0.7147,-2.1439,-1.3754,-0.254,-2.362,-1.0802,-5.4227
"s75","f2",-0.7089,-2.0864,-1.3413,-0.1965,-2.3375,-0.9741,-5.6992
"s75","f3",-0.7158,-2.0406,-1.3586,-0.2263,-2.3905,-1.036,-5.7127
"s75","f3",-0.7068,-2.163,-1.3661,-0.1817,-2.2795,-0.9612,-5.3934
"s75","f3",-0.7153,-2.1065,-1.3321,-0.1904,-2.3552,-0.9652,-5.6976
"s75","f4",-0.7068,-2.163,-1.3661,-0.1817,-2.2795,-0.9612,-5.6944
"s75","f4",-0.7153,-2.1065,-1.3321,-0.1904,-2.3552,-0.9652,-5.3965
"s75","f4",-0.7048,-2.1744,-1.3605,-0.1799,-2.2458,-0.9573,-5.6929
"s76","f1",-0.729,-1.3217,-1.8557,-0.0909,-5.6481,-0.7439,-2.2167
"s76","f1",-0.7354,-1.3154,-1.9115,-0.0986,-5.6519,-0.7461,-2.3094
"s76","f1",-0.7328,-1.346,-1.8934,-0.0923,-2.5353,-0.7413,-2.2513
"s76","f2",-0.7054,-1.3147,-1.8846,-0.0714,-1.97,-0.6878,-5.6328
"s76","f2",-0.6964,-1.3263,-1.9742,-0.0609,-1.9461,-0.6751,-2.3969
"s76","f2",-0.7024,-1.3215,-1.9075,-0.0985,-2.0916,-0.7426,-5.6479
"s76","f3",-0.6947,-1.3181,-1.8931,-0.1161,-2.0884,-0.7804,-5.6566
"s76","f3",-0.7013,-1.3127,-1.8972,-0.1079,-2.1907,-0.7666,-5.6531
"s76","f3",-0.7137,-1.3244,-1.7993,-0.0569,-1.982,-0.6659,-2.3244
"s76","f4",-0.7042,-1.3226,-1.939,-0.113,-2.111,-0.7646,-5.655
"s76","f4",-0.7045,-1.3194,-1.8757,-0.1097,-2.0857,-0.7691,-5.6539
"s76","f4",-0.7085,-1.3252,-1.9774,-0.1008,-2.0367,-0.7525,-2.3071
"s77","f1",-0.7135,-1.3136,-1.7539,-0.1354,-1.8482,-0.8698,-2.3667
"s77","f1",-0.7252,-1.3376,-1.797,-0.142,-1.846,-0.8686,-2.3499
"s77","f1",-0.7169,-1.3546,-1.7798,-0.1307,-1.8212,-0.8588,-2.2039
"s77","f2",-0.7051,-1.3381,-1.8293,-0.1638,-1.8676,-0.9148,-2.2826
"s77","f2",-0.7122,-1.3606,-1.8056,-0.1628,-1.8883,-0.9055,-2.2657
"s77","f2",-0.7127,-1.3656,-1.8124,-0.1639,-1.8892,-0.9071,-2.3014
"s77","f3",-0.7149,-1.3662,-1.8234,-0.1882,-1.9292,-0.9514,-2.3916
"s77","f3",-0.7045,-1.3499,-1.769,-0.1461,-1.8332,-0.8748,-2.3499
"s77","f3",-0.7111,-1.3733,-1.7921,-0.1568,-1.8862,-0.8997,-2.2984
"s77","f4",-0.7128,-1.3601,-1.7821,-0.184,-1.9271,-0.9502,-2.3481
"s77","f4",-0.7152,-1.3695,-1.7907,-0.1928,-1.923,-0.9535,-2.3321
"s77","f4",-0.7117,-1.36,-1.7983,-0.1856,-1.891,-0.9476,-2.259
"s78","f1",-0.7009,-1.353,-1.7634,-0.1568,-1.9369,-0.9042,-2.2623
"s78","f1",-0.6955,-1.3496,-1.7853,-0.1457,-1.901,-0.8858,-2.2916
"s78","f1",-0.7018,-1.3697,-1.7491,-0.1704,-1.976,-0.9285,-2.2364
"s78","f2",-0.7079,-1.3489,-1.7571,-0.0654,-1.7748,-0.7274,-2.1136
"s78","f2",-0.7082,-1.3413,-1.7426,-0.081,-1.8077,-0.7634,-2.0381
"s78","f2",-0.7129,-1.3626,-1.7473,-0.0993,-1.8375,-0.7883,-2.2354
"s78","f3",-0.6937,-1.3435,-1.7551,-0.1296,-1.9077,-0.8547,-2.1585
"s78","f3",-0.7122,-1.3649,-1.798,-0.1563,-1.9306,-0.885,-2.1874
"s78","f3",-0.7142,-1.38,-1.7735,-0.1293,-1.9097,-0.8441,-2.1215
"s78","f4",-0.7071,-1.364,-1.7816,-0.1476,-1.8955,-0.8883,-2.2113
"s78","f4",-0.7071,-1.3811,-1.7581,-0.1325,-1.8813,-0.8537,-2.2864
"s78","f4",-0.7036,-1.3751,-1.7809,-0.1326,-1.9039,-0.8646,-2.2871
"s79","f1",-0.6712,-1.3425,-2.2988,-0.1597,-2.6376,-0.9262,-1.9008
"s79","f1",-0.6702,-1.3554,-2.2173,-0.16,-2.5336,-0.9277,-1.9473
"s79","f1",-0.6664,-1.3488,-2.2148,-0.1563,-2.7741,-0.9175,-1.9213
"s79","f2",-0.6601,-1.3275,-2.2266,-0.1143,-2.6579,-0.8517,-1.9176
"s79","f2",-0.6613,-1.3317,-2.1224,-0.1056,-2.6539,-0.8518,-1.815
"s79","f2",-0.6613,-1.3267,-2.212,-0.0804,-2.7049,-0.864,-1.881
"s79","f3",-0.6596,-1.3214,-2.1393,-0.1139,-2.7547,-0.8633,-1.8725
"s79","f3",-0.6631,-1.3194,-2.2107,-0.1136,-2.5117,-0.8592,-1.8654
"s79","f3",-0.6686,-1.3267,-2.152,-0.1101,-2.7541,-0.8523,-1.9496
"s79","f4",-0.6614,-1.3255,-2.1666,-0.1136,-2.5787,-0.8648,-1.8586
"s79","f4",-0.6727,-1.3495,-2.2073,-0.136,-2.7666,-0.8879,-1.9063
"s79","f4",-0.6686,-1.3422,-2.1371,-0.1357,-2.6272,-0.8926,-1.9362
"s80","f1",-0.6943,-1.3422,-5.6982,-0.1898,-5.3972,-0.9715,-5.6982
"s80","f1",-0.702,-1.3554,-2.6998,-0.1914,-5.6998,-0.9805,-5.3988
"s80","f1",-0.6954,-1.3493,-2.7433,-0.1874,-5.6976,-0.9758,-5.6976
"s80","f2",-0.6923,-1.3374,-2.6026,-0.1522,-5.3808,-0.9139,-5.6818
"s80","f2",-0.7017,-1.3502,-2.7182,-0.1294,-5.6725,-0.869,-5.3714
"s80","f2",-0.708,-1.3497,-2.7156,-0.1216,-5.6699,-0.8623,-5.6699
"s80","f3",-0.6956,-1.33,-5.6664,-0.1174,-5.3654,-0.8609,-5.6664
"s80","f3",-0.6962,-1.3257,-2.5582,-0.1294,-5.6721,-0.8769,-5.3711
"s80","f3",-0.6948,-1.3469,-2.7802,-0.1543,-5.6833,-0.9125,-5.6833
"s80","f4",-0.7059,-1.3391,-5.6358,-0.0584,-5.3348,-0.722,-5.6358
"s80","f4",-0.712,-1.3443,-2.5335,-0.079,-5.6475,-0.7582,-5.3465
"s80","f4",-0.7034,-1.3286,-2.4557,-0.0512,-5.6317,-0.7121,-5.6317
"s81","f1",-0.6871,-1.3019,-1.7871,-0.0843,-2.0151,-0.7262,-5.6384
"s81","f1",-0.6991,-1.3286,-1.8811,-0.0933,-2.0213,-0.7334,-5.3435
"s81","f1",-0.6938,-1.3162,-1.8832,-0.0976,-1.9838,-0.7484,-5.6466
"s81","f2",-0.6935,-1.341,-1.8981,-0.1741,-2.1393,-0.882,-5.6834
"s81","f2",-0.6956,-1.3275,-1.853,-0.1798,-2.167,-0.8903,-5.3844
"s81","f2",-0.6949,-1.3303,-1.9062,-0.1757,-2.1659,-0.8844,-5.6844
"s81","f3",-0.6978,-1.3331,-1.865,-0.1171,-2.0776,-0.7829,-5.6573
"s81","f3",-0.7014,-1.3236,-1.8727,-0.1187,-1.9953,-0.79,-5.357
"s81","f3",-0.6956,-1.3222,-1.8485,-0.1125,-2.0212,-0.7813,-5.6547
"s81","f4",-0.6947,-1.3256,-1.9098,-0.1201,-2.0348,-0.7882,-5.658
"s81","f4",-0.6981,-1.3298,-1.9008,-0.1336,-2.0732,-0.8015,-5.3632
"s81","f4",-0.7002,-1.3173,-1.8744,-0.1225,-2.1034,-0.7928,-5.6597
"s82","f1",-0.6923,-1.2992,-2.1166,-0.1706,-2.6435,-0.9118,-5.6848
"s82","f1",-0.6935,-1.3099,-2.1665,-0.1407,-2.5925,-0.8561,-5.3706
"s82","f1",-0.695,-1.2984,-2.1606,-0.1274,-2.5866,-0.8326,-5.6658
"s82","f2",-0.7022,-1.3143,-2.1002,-0.1365,-2.7653,-0.8214,-5.6684
"s82","f2",-0.7012,-1.3131,-2.127,-0.1397,-5.6711,-0.8341,-5.3701
"s82","f2",-0.7023,-1.3096,-2.1177,-0.1214,-2.5479,-0.8009,-5.6618
"s82","f3",-0.6932,-1.2992,-2.1552,-0.1756,-2.7324,-0.9085,-5.6866
"s82","f3",-0.6916,-1.3083,-2.134,-0.1839,-2.7872,-0.9284,-5.3893
"s82","f3",-0.6915,-1.321,-2.1988,-0.1827,-2.736,-0.9164,-5.6902
"s82","f4",-0.691,-1.3131,-2.1796,-0.139,-2.5918,-0.8528,-5.671
"s82","f4",-0.6943,-1.3014,-2.2556,-0.1377,-2.7675,-0.8471,-5.3696
"s82","f4",-0.6888,-1.3065,-2.165,-0.1373,-5.6702,-0.8473,-5.6702
"s83","f1",-0.6846,-1.3007,-2.5465,-0.1084,-5.3595,-0.8429,-5.6605
"s83","f1",-0.6847,-1.2928,-2.5828,-0.112,-5.662,-0.8498,-5.361
"s83","f1",-0.6762,-1.2851,-5.6598,-0.1086,-5.6598,-0.8442,-5.6598
"s83","f2",-0.6917,-1.2933,-2.6117,-0.0924,-5.3521,-0.8124,-5.6531
"s83","f2",-0.6818,-1.303,-2.5032,-0.0864,-5.6493,-0.8086,-5.3483
"s83","f2",-0.6877,-1.2907,-2.6467,-0.0805,-5.6467,-0.7936,-5.6467
"s83","f3",-0.6874,-1.3118,-5.6601,-0.1068,-5.3591,-0.8419,-5.6601
"s83","f3",-0.6821,-1.2947,-2.5482,-0.1149,-5.6621,-0.8452,-5.3611
"s83","f3",-0.6849,-1.3067,-2.6194,-0.1082,-5.6608,-0.8399,-5.6608
"s83","f4",-0.7009,-1.2868,-2.4391,-0.0223,-5.3142,-0.6615,-5.6152
"s83","f4",-0.7099,-1.2918,-2.438,-0.0198,-5.6141,-0.6541,-5.313
"s83","f4",-0.7121,-1.2925,-2.6168,-0.0254,-5.6168,-0.6748,-5.6168
"s84","f1",-0.6856,-1.3805,-1.7293,-0.1236,-2.1724,-0.8735,-2.1867
"s84","f1",-0.6883,-1.3763,-1.7428,-0.119,-2.0937,-0.8737,-2.0937
"s84","f1",-0.6828,-1.4,-1.7256,-0.1163,-2.116,-0.8601,-2.1038
"s84","f2",-0.6993,-1.4142,-1.7693,-0.1746,-2.3459,-0.9472,-2.1832
"s84","f2",-0.704,-1.4021,-1.7663,-0.167,-2.2704,-0.9403,-2.1669
"s84","f2",-0.703,-1.4069,-1.7959,-0.1726,-2.3078,-0.9429,-2.2566
"s84","f3",-0.7253,-1.4125,-1.7629,-0.1486,-2.2196,-0.9377,-2.568
"s84","f3",-0.7246,-1.4043,-1.7565,-0.147,-2.1756,-0.9396,-2.3586
"s84","f3",-0.7266,-1.4123,-1.7709,-0.1441,-2.1743,-0.9328,-2.2023
"s84","f4",-0.7024,-1.3972,-1.7292,-0.1431,-2.1296,-0.8977,-2.1552
"s84","f4",-0.7052,-1.4122,-1.7229,-0.1399,-2.1952,-0.8799,-2.1282
"s84","f4",-0.7011,-1.4118,-1.7476,-0.1393,-2.1668,-0.8816,-2.1806
"s85","f1",-0.6778,-1.3544,-1.8973,-0.0904,-5.6532,-0.8559,-5.6532
"s85","f1",-0.6799,-1.34,-1.8947,-0.1017,-5.6581,-0.8678,-5.3571
"s85","f1",-0.691,-1.3496,-1.8689,-0.1053,-5.3603,-0.881,-5.6613
"s85","f2",-0.6861,-1.3526,-1.8754,-0.0904,-5.6536,-0.8556,-5.6536
"s85","f2",-0.6845,-1.3363,-1.8762,-0.0928,-5.3533,-0.8648,-5.3533
"s85","f2",-0.6854,-1.3346,-1.8401,-0.0772,-5.3453,-0.8287,-5.6463
"s85","f3",-0.6838,-1.359,-1.884,-0.1568,-5.6833,-0.9673,-5.6833
"s85","f3",-0.6779,-1.3567,-1.9122,-0.1568,-5.382,-0.9687,-5.382
"s85","f3",-0.6849,-1.3702,-1.9282,-0.1572,-5.383,-0.9664,-5.684
"s85","f4",-0.6839,-1.3596,-1.9357,-0.1571,-5.6839,-0.9687,-5.6839
"s85","f4",-0.6817,-1.3686,-1.937,-0.1779,-5.3918,-1.0062,-5.3918
"s85","f4",-0.6846,-1.3672,-1.9134,-0.175,-5.3905,-0.9996,-5.6915
"s86","f1",-0.7089,-1.3585,-5.6529,-0.0878,-5.6529,-0.7938,-5.6529
"s86","f1",-0.7058,-1.3456,-5.6658,-0.1121,-5.3647,-0.8502,-5.3647
"s86","f1",-0.6994,-1.3401,-2.708,-0.1063,-5.3613,-0.8467,-5.6623
"s86","f2",-0.6998,-1.3438,-2.726,-0.1461,-5.6802,-0.9057,-5.6802
"s86","f2",-0.6992,-1.3504,-2.6869,-0.1602,-5.3859,-0.9356,-5.3859
"s86","f2",-0.6921,-1.3387,-5.6712,-0.1276,-5.6712,-0.8767,-5.6712
"s86","f3",-0.6974,-1.3466,-5.685,-0.1565,-5.384,-0.9254,-5.685
"s86","f3",-0.6974,-1.3466,-5.685,-0.1565,-5.685,-0.9254,-5.384
"s86","f3",-0.6957,-1.339,-2.6042,-0.1544,-5.6834,-0.9177,-5.6834
"s86","f4",-0.6997,-1.3338,-5.6802,-0.145,-5.3791,-0.9093,-5.6802
"s86","f4",-0.6891,-1.3309,-5.6772,-0.1406,-5.6772,-0.8991,-5.3762
"s86","f4",-0.6915,-1.3385,-2.7739,-0.1405,-5.677,-0.9025,-5.677
"s87","f1",-0.703,-1.3099,-5.363,-0.1136,-5.363,-0.8264,-5.664
"s87","f1",-0.7038,-1.3197,-5.668,-0.1211,-5.668,-0.8458,-5.367
"s87","f1",-0.7152,-1.3344,-5.6709,-0.1256,-5.6709,-0.8474,-5.6709
"s87","f2",-0.709,-1.3163,-5.6723,-0.132,-5.3713,-0.858,-5.6723
"s87","f2",-0.7128,-1.329,-5.3684,-0.1256,-5.6694,-0.8356,-5.3684
"s87","f2",-0.7128,-1.329,-5.6694,-0.1256,-5.6694,-0.8356,-5.6694
"s87","f3",-0.7067,-1.3142,-5.6566,-0.0989,-5.3555,-0.7992,-5.6566
"s87","f3",-0.7078,-1.2974,-5.3581,-0.1042,-5.6592,-0.8067,-5.3581
"s87","f3",-0.711,-1.3034,-5.6594,-0.1067,-5.6594,-0.8057,-5.6594
"s87","f4",-0.6983,-1.2999,-5.3568,-0.1025,-5.3568,-0.8152,-5.6578
"s87","f4",-0.7031,-1.3203,-5.6725,-0.1343,-5.6725,-0.8445,-5.3714
"s87","f4",-0.705,-1.3109,-5.663,-0.1121,-5.663,-0.828,-5.663
"s88","f1",-0.6231,-5.3832,-1.693,-0.1725,-5.3832,-1.101,-5.6842
"s88","f1",-0.621,-5.6851,-1.84,-0.1758,-5.6851,-1.1008,-5.3841
"s88","f1",-0.6249,-5.6848,-1.6848,-0.1766,-5.6848,-1.1005,-5.6848
"s88","f2",-0.6079,-2.5176,-1.6493,-0.0671,-5.3305,-0.9308,-5.6315
"s88","f2",-0.6158,-5.656,-1.6875,-0.1126,-5.656,-1.0106,-5.355
"s88","f2",-0.6286,-5.668,-1.6949,-0.1363,-5.668,-1.0265,-5.668
"s88","f3",-0.615,-5.6379,-1.6885,-0.0776,-5.3369,-0.9442,-5.6379
"s88","f3",-0.6166,-5.6517,-1.7172,-0.1014,-5.6517,-0.9842,-5.3506
"s88","f3",-0.6106,-2.6571,-1.7226,-0.115,-5.6571,-1.0097,-5.6571
"s88","f4",-0.615,-5.3716,-1.6814,-0.148,-5.3716,-1.0557,-5.6727
"s88","f4",-0.6251,-5.6782,-1.6959,-0.1586,-5.6782,-1.0849,-5.3771
"s88","f4",-0.6171,-5.6481,-1.6146,-0.0966,-5.6481,-0.9891,-5.6481
"s89","f1",-0.7233,-1.6516,-5.3959,-0.1862,-1.5763,-0.9246,-5.6969
"s89","f1",-0.7201,-1.6584,-5.7037,-0.2025,-1.6103,-0.9509,-5.4027
"s89","f1",-0.7227,-1.6021,-5.6884,-0.1681,-1.5613,-0.9017,-5.6884
"s89","f2",-0.7227,-1.6414,-5.3934,-0.1815,-1.5609,-0.9177,-5.6944
"s89","f2",-0.7242,-1.6278,-5.6997,-0.1937,-1.5993,-0.9325,-5.3986
"s89","f2",-0.7243,-1.6265,-5.6947,-0.1805,-1.6083,-0.9165,-5.6947
"s89","f3",-0.7279,-1.6305,-5.3669,-0.1262,-1.4776,-0.813,-5.6679
"s89","f3",-0.7178,-1.6318,-5.7037,-0.2043,-1.6138,-0.9501,-5.4027
"s89","f3",-0.7232,-1.6551,-5.7158,-0.2313,-1.6665,-0.9923,-5.7158
"s89","f4",-0.7201,-1.6584,-5.4027,-0.2025,-1.6103,-0.9509,-5.7037
"s89","f4",-0.7227,-1.6021,-5.6884,-0.1681,-1.5613,-0.9017,-5.3874
"s89","f4",-0.7245,-1.6159,-5.7023,-0.1987,-1.6195,-0.9471,-5.7023
"s90","f1",-0.7203,-1.4315,-1.5312,-0.2581,-1.3033,-1.9362,-5.4205
"s90","f1",-0.724,-1.4256,-1.5242,-0.2547,-1.2839,-1.9566,-5.7201
"s90","f1",-0.7173,-1.4158,-1.5451,-0.2564,-1.3163,-1.973,-5.7212
"s90","f2",-0.7173,-1.4158,-1.5451,-0.2564,-1.3163,-1.973,-5.7212
"s90","f2",-0.7203,-1.4315,-1.5312,-0.2581,-1.3033,-1.9362,-5.4205
"s90","f2",-0.724,-1.4256,-1.5242,-0.2547,-1.2839,-1.9566,-5.7201
"s90","f3",-0.7203,-1.4315,-1.5312,-0.2581,-1.3033,-1.9362,-5.4205
"s90","f3",-0.724,-1.4256,-1.5242,-0.2547,-1.2839,-1.9566,-5.7201
"s90","f3",-0.7173,-1.4158,-1.5451,-0.2564,-1.3163,-1.973,-5.7212
"s90","f4",-0.7173,-1.4158,-1.5451,-0.2564,-1.3163,-1.973,-5.7212
"s90","f4",-0.7203,-1.4315,-1.5312,-0.2581,-1.3033,-1.9362,-5.4205
"s90","f4",-0.724,-1.4256,-1.5242,-0.2547,-1.2839,-1.9566,-5.7201
"s91","f1",-0.7189,-5.3648,-1.4755,-0.1337,-1.3648,-0.8536,-5.6659
"s91","f1",-0.7128,-5.6642,-1.471,-0.1327,-1.3545,-0.858,-5.3631
"s91","f1",-0.7257,-5.6687,-1.4618,-0.1387,-1.3485,-0.8652,-5.6687
"s91","f2",-0.7175,-5.3746,-1.4715,-0.1543,-1.3856,-0.8982,-5.6756
"s91","f2",-0.7128,-5.678,-1.4711,-0.1604,-1.4085,-0.9049,-5.3769
"s91","f2",-0.7183,-5.6778,-1.471,-0.1619,-1.3945,-0.8925,-5.6778
"s91","f3",-0.719,-5.3297,-1.4239,-0.0681,-1.2578,-0.7414,-5.6307
"s91","f3",-0.7229,-5.6308,-1.416,-0.0718,-1.2381,-0.7343,-5.3298
"s91","f3",-0.7192,-5.6141,-1.3939,-0.046,-1.1827,-0.6841,-5.6141
"s91","f4",-0.7199,-5.3539,-1.459,-0.1126,-1.3145,-0.8199,-5.6549
"s91","f4",-0.7154,-5.6529,-1.4354,-0.1089,-1.3245,-0.8204,-5.3519
"s91","f4",-0.7168,-5.682,-1.4833,-0.1699,-1.3942,-0.9118,-5.682
"s92","f1",-0.6322,-1.332,-1.799,-0.1228,-1.4336,-0.9453,-5.6563
"s92","f1",-0.6331,-1.3227,-1.8163,-0.119,-1.4565,-0.9391,-5.3541
"s92","f1",-0.6378,-1.3219,-1.8093,-0.1168,-1.4612,-0.9293,-5.6544
"s92","f2",-0.6449,-1.3407,-1.7866,-0.156,-1.5117,-1.0029,-5.6731
"s92","f2",-0.6388,-1.3467,-1.8117,-0.1596,-1.5645,-1.0104,-5.374
"s92","f2",-0.6442,-1.3408,-1.8301,-0.1601,-1.5291,-1.0068,-5.6752
"s92","f3",-0.639,-1.3221,-1.8032,-0.1264,-1.4816,-0.9713,-5.6606
"s92","f3",-0.6372,-1.3461,-1.8232,-0.1293,-1.4803,-0.9692,-5.3611
"s92","f3",-0.6396,-1.3277,-1.7853,-0.141,-1.5108,-0.9759,-5.6661
"s92","f4",-0.6401,-1.3324,-1.7816,-0.119,-1.4692,-0.9474,-5.6567
"s92","f4",-0.6382,-1.3493,-1.8139,-0.1237,-1.48,-0.9531,-5.3579
"s92","f4",-0.6435,-1.3387,-1.8285,-0.1287,-1.4706,-0.95,-5.661
"s93","f1",-0.7206,-5.6974,-1.6521,-0.1861,-1.6329,-0.937,-5.6974
"s93","f1",-0.722,-2.7925,-1.6621,-0.1826,-1.6092,-0.924,-5.3945
"s93","f1",-0.7152,-5.6879,-1.6667,-0.1656,-1.6015,-0.8997,-5.6879
"s93","f2",-0.7204,-5.6539,-1.6008,-0.0965,-1.5016,-0.7765,-5.6539
"s93","f2",-0.7203,-5.6603,-1.6072,-0.109,-1.5019,-0.7988,-5.3593
"s93","f2",-0.7183,-2.714,-1.5543,-0.1274,-1.5347,-0.83,-5.6682
"s93","f3",-0.7156,-5.6352,-1.567,-0.062,-1.4284,-0.7299,-5.6352
"s93","f3",-0.7237,-5.351,-1.6067,-0.0936,-1.4702,-0.7735,-5.351
"s93","f3",-0.7218,-5.6593,-1.6219,-0.1062,-1.469,-0.8075,-5.6593
"s93","f4",-0.7205,-5.6913,-1.5675,-0.1756,-1.6122,-0.9176,-5.6913
"s93","f4",-0.7126,-2.798,-1.6481,-0.1961,-1.6367,-0.9553,-5.4001
"s93","f4",-0.7135,-5.7048,-1.6673,-0.2042,-1.6517,-0.97,-5.7048
"s94","f1",-0.7326,-5.4577,-1.536,-0.3416,-1.7335,-1.3054,-5.7588
"s94","f1",-0.7501,-5.7887,-1.5608,-0.4369,-1.8749,-1.4523,-5.4877
"s94","f1",-0.7326,-5.7588,-1.536,-0.3416,-1.7335,-1.3054,-5.7588
"s94","f2",-0.7336,-5.7519,-1.5672,-0.3316,-1.6874,-1.2166,-5.7519
"s94","f2",-0.7361,-5.7535,-1.566,-0.335,-1.6966,-1.2144,-5.4525
"s94","f2",-0.7348,-2.6809,-1.5374,-0.3531,-1.7389,-1.2632,-5.7601
"s94","f3",-0.7252,-5.4362,-1.5385,-0.2888,-1.6166,-1.1551,-5.7372
"s94","f3",-0.7231,-5.7304,-1.5457,-0.2754,-1.6033,-1.1187,-5.4293
"s94","f3",-0.7186,-5.7285,-1.5271,-0.2681,-1.6047,-1.1147,-5.7285
"s94","f4",-0.7245,-5.3472,-1.4414,-0.1054,-1.2922,-0.7855,-5.6483
"s94","f4",-0.7245,-5.6787,-1.4586,-0.1601,-1.3977,-0.9049,-5.3777
"s94","f4",-0.712,-5.6874,-1.47,-0.1819,-1.4274,-0.9455,-5.6874
"s95","f1",-0.7099,-5.381,-1.6328,-0.152,-1.5748,-0.9061,-5.6821
"s95","f1",-0.7088,-5.6772,-1.6165,-0.1407,-1.5567,-0.8955,-5.3762
"s95","f1",-0.7017,-5.6706,-1.6214,-0.1294,-1.5435,-0.8733,-5.6706
"s95","f2",-0.7021,-5.3696,-1.6062,-0.1298,-1.5567,-0.8713,-5.6706
"s95","f2",-0.7149,-5.6677,-1.6033,-0.1209,-1.5124,-0.8562,-5.3667
"s95","f2",-0.7079,-5.6712,-1.6143,-0.1283,-1.5345,-0.8767,-5.6712
"s95","f3",-0.7054,-5.3733,-1.6329,-0.1361,-1.5376,-0.884,-5.6743
"s95","f3",-0.7145,-5.6697,-1.6166,-0.1238,-1.5394,-0.8608,-5.3687
"s95","f3",-0.7047,-2.7245,-1.6296,-0.1477,-1.5784,-0.8992,-5.6788
"s95","f4",-0.7593,-2.6044,-1.5352,-0.0748,-1.4444,-0.7813,-5.6458
"s95","f4",-0.7544,-2.6465,-1.5427,-0.0729,-1.4534,-0.7886,-5.3455
"s95","f4",-0.752,-2.6436,-1.5432,-0.0678,-1.4394,-0.782,-5.6436
"s96","f1",-0.7095,-5.3384,-1.4299,-0.0789,-1.2777,-0.7737,-5.6394
"s96","f1",-0.7061,-5.6555,-1.4487,-0.1087,-1.3502,-0.8288,-5.3545
"s96","f1",-0.7089,-5.6429,-1.4176,-0.0873,-1.2888,-0.7801,-5.6429
"s96","f2",-0.7056,-5.3416,-1.4385,-0.0838,-1.3122,-0.789,-5.6427
"s96","f2",-0.7032,-5.6531,-1.4545,-0.1058,-1.3414,-0.8174,-5.3521
"s96","f2",-0.707,-5.6612,-1.4464,-0.1222,-1.3602,-0.845,-5.6612
"s96","f3",-0.6995,-2.6556,-1.4408,-0.1118,-1.359,-0.8295,-5.6556
"s96","f3",-0.6982,-2.6101,-1.4474,-0.1047,-1.3334,-0.8126,-5.3504
"s96","f3",-0.7005,-5.6552,-1.4378,-0.1119,-1.3456,-0.8279,-5.6552
"s96","f4",-0.703,-5.3747,-1.477,-0.1529,-1.4038,-0.8932,-5.6757
"s96","f4",-0.706,-5.6842,-1.4856,-0.1701,-1.4487,-0.9156,-5.3832
"s96","f4",-0.7045,-5.6767,-1.4892,-0.1546,-1.4166,-0.8957,-5.6767
"s97","f1",-0.7242,-5.3696,-1.6412,-0.1314,-1.5214,-0.8713,-5.6706
